text,label
배달 오자마자 수박쥬스랑 크로플 호다닥 먹으면서 리뷰쓸 사진 찍었어용ㅎㅎ 서비스 두개나 챙겨주셔서 넘나뤼 감동 크로플은 다른곳에서도 많이 먹어봤지만 여기가 젤 맛있는거같아요ㅜㅜ바삭하고 달달하고 꿀맛 서비스로 넣어주신 신메뉴 크로플도 바로 먹었는데 아니 사장님 제가 민초파인건 어떻게 아시구민초크로플 실화인가요 대박 제 취향이에요 얼른 메뉴 추가 해주세용 수박주스도 아삭아삭 과육 씹히는것도 제취향이라 넘 좋아요수박철 끝나기 전에 자주자주 사먹어야겠어용ㅎㅎ,1
너무 맛있었어요 자주 시켜먹을게요,1
크로플 역시 맛있네요 ㅠㅠㅠ 진짜 맛집 서비스로 주신 애플크로플 진짜 맛있어요 ㅋㅋㅋㅋㅋ 맛있게 달고 사과랑 크로플 식감이 잘 어울려요 존맛 다음엔 애플크로플도 시켜야겠어요 ㅎㅅㅎ 사진 찍고싶었는데 아이 챙겨주느라 못찍었어요 ㅠㅠ 밀크티 얼음이 좀 녹았지만 그래도 맛있습니당  아 그리고 또 그래놀라랑 요거트 맞나요 같이 보내주셨ㄴ데 너무 감사해요 ㅠㅠ 크로플이랑 밀크티 생각날때 또 주문할게요,1
항상 맛있게 잘 먹고 있어요 신메뉴도 엄청 맛있네용 컵들도 못 모은 것도 엄청 많은데 모은 것만 봐도 완전 단골인거 알겠죠 다들 믿고 시키세요 다 진짜진짜 맛있어요 ,1
수박 조금만 더 갈아주시면 좋을 것 같아요 맛은 아주 좋아요,1
복숭아 요거트 맛있네요 잘 먹었습니다,1
항상 맛있게 잘먹고 있습니다 생각날 때마다 시켜 먹고 있네요,1
크로플은 따뜻하고 촉촉해서 너무 맛있어요 서비스도 많이 주시고 밀크티도 맛있어요,1
와우 서비스로 스무디 두개에 크로플까지 개나 너무 감사합니다 항상 시켜먹을게요,1
진짜 친절하시구 맛있어여 ㅎㅎ 크로플 향기 넘 조아요,1
또또또또 주문하는 수박라떼와 크로플 너무 맛나여써비스도 너무 감사요,1
여기 흑당밀크티 달달하고 맛있어요 오키나와 스무디는 캬라멜 팝콘 맛이에요 서비스로 주신 크로플도 너무 맛났어요 기분 안좋을때 여기 음료 먹으면 직빵으로 풀려요 번창하세요,1
리뷰 첨 써봅니다 일단 망고바나나스무디 섭수 정말 맛나게 먹었고요 까망애플수박주스마약크로플 그냥 맛있다 여기다 시키길 차암 잘했다 잘먹었습니다,1
친절하시고 밀크티에 락토프리가 없어서 전화주시구 두유로 바꿔주셨는데 너무 맛있게 먹엇어요 ㅎㅎ 다음에는 당도 올려서 달콤하게 먹어보려고요 ㅎ 수박주스도 신선하니 정말 맛잇었고 시원하니 너무 맛있게 먹었답니당  컵도 너무 귀염귀염하네요아 그리구 사은품으로 크로플주셔서 정말 감사해요크로플이 바삭바삭해서 정말 맛있엇어요 크로플 맛집이 아닌가 생각해봅니닼ㅋㅋㅋ 음료도 맛있지만 크로플 때문에도 카페가 중간중간 생각날거 같아요 다음에 주문할때 크로플은 같이 주문해야할거같네용ㅎㅎ그럼 다음주문때도 맛있는 음료 기대할게용,1
크로플 따뜻하고 겉은 바삭하고 속은 부드러워서 너무 맛있어요   수박주스도 최고에요 항상 잘 먹고있습니당,1
펄을 삶으셔야해서 시간이 좀 걸린다고 전화까지 주셨는데 전혀 오래걸렸다고 생각되지않았어요분정도 걸릴거같다고 죄송하다고 하시는데 그게 뭐가 그렇게 죄송하신지 분도 빠른편인걸요그리고 배달 출발하고나서도 펄이 방금삶은거라 땡땡하게 덜익은느낌이 날수도있다고 죄송하다고 전화 주셨는데제가 원래 퍼진거 싫어하구 완전 쫀득한거 좋아해서 딱 좋았어요 음료한잔 크로플 하나 시킨건데음료랑 크로플을 한개씩 더 주셨어요실수하시거나 잘못한거 하나도 없으신데 이렇게 까지 해주셔서 오히려 제가 더 죄송스럽네요크게 배려해주시고 서비스도 왕창주셔서 정말 감사합니다,1
너무 맛있어요ㅠㅠ 지인분들 와서 시켰는데 다들 맛있다고 하고 가셨어요 믿고막는맛,1
오자마자 마시다가 뒤늦게 찍어야 한다는 생각이 났어요 밤에 시원하게 잘 마셨습니다감사하게도 서비스로 크로플 주셨는데 왜 이렇게 맛있어요,1
자주시켜먹다가 오랜만에 시켰는데역시 변함없는 맛ㅎㅎ 서비스도항상 잘 챙겨주시고 매번 감사히 먹습니다ㅎㅎ,1
역시 안암 최고의 밀크티 맛집 서비스도 너무 맛있고 진짜 생과일 같아서 좋아요  밀크티랑 크로플은 더 말할 것도 없네요 ㅠㅅㅠ  앞으로도 많이 시켜먹을게요  짱짱 ,1
역시 믿고 먹는 집 서비스로 주신 주스도 너무 맛있어요ㅎㅎ 오키나와 스무디 먹으려고 항상 여기서 주문합니다 번창하세요,1
저는 디에스티 수박주스에 과육 씹히는게 너무 좋아용 더위를 이길 수 있는 버팀목이에요 잘먹었습니당 서비스도 감사해요 ,1
크로플은 달달하니 맛있었고 수박주스는 역시나 최고였습니다,1
점심 대신 먹으려고 시켰는데 서비스까지 많이 주셔서 좋았어요 ㅎㅎ 배달도 빨리와서 너무 좋았습니다,1
리뷰이벤트 신청 안했지만 리뷰 적습니다정말 크로플 맛집이에요ㅠㅠ 거짓말 안하고 크로플은 여기것만 시켜먹어요 제가 달달한 디저트를 안좋아하는데 여기는 진짜 대박입니다 파삭하고 쫄깃하고 생크림이랑 찰떡궁합이에요 인기많은 이유가 있어요 제가 크로플만 주문한거 봐도ㅋㅋㅋ 생크림 추가해서 다들 꼭 드셔보시길,1
전체적으로 다 맛있어요 크로플이 바삭하고 따뜻해서 너무 맛있어요 음료수도 여전히 맛있고 서비스 많이 주셔서 감사합니다  다음에또 시킬래요아 방금나온 펄이라 쫄깃해서 좋았고요,1
맛있게 잘 먹었어요서비스도 감사합니다 ,1
존맛탱 맛있어요서비스도 감사해요,1
서비스 감사합니다 마싯어용,1
맛있게 잘 먹었습니다 감사합니다,1
오랜만에 먹었는데도 맛있네용,1
서비스 잘 먹었습니다 수박라떼 정말 맛있어요,1
저번에 시켜보고 맛있어서 샌드위치 또 시켰어요ㅎㅎㅎ 아메리카노 얼음도 전화로 한번 더 확인해서 챙겨주시구 서비스 과일까지 디에스티 최고에영,1
제가 밀크티를 너무너무 좋아해서 집근처 웬만한 밀크티 맛있다고 소문난곳은 다 마셔봤는데 여기만큼 맛있는곳은 없어요ㅠㅠㅠ 애넘이랑 브라운슈가 못잃어,1
여긴 진짜 대박다 맛있어요거의 매일 먹는 듯서비스도 최고입니다,1
잠봉뵈르 샌드 진짜 맛있어요ㅠ그리고 아메리카노도 서비스인지 원래 그런지 사이즈가 진짜 커서 놀랐어요ㅎㅎ그리고 오렌지 서비스 감사합니다,1
진짜  샌드위치 사진이 맛있어보여서 예전부터 호시탐탐보다가 시켰는데 너무 맛있어요 ㅜㅜㅜㅜ 치즈 맛도 찐하고 어느하나 거를 타선이 없는 샌드위치 또 시켜먹을게요,1
수박주스 크기도 엄청나고 당도도 좋아서 시원하게 잘먹었습니다 크로플도 맛나구 서비스도 많이주셔서 너무 만족스럽네요 ㅎㅎ,1
크로플이랑 밀크티는 말할 것도 없고 서비스로 주신 생과일주스와 과일 모두 맛있었어요 덕분에 당충전 제대로 했습니다,1
언제시켜도 맛집 서비스 얼음과 과일 크로플은 진짜 센스최고 이십니다,1
오늘도 맛있게 먹었습니당 근데 신비복숭아요거트에 추가한 코코넛펄이 안왔어요ㅠㅠ 다음에는 꼭 챙겨주세요,1
믿고 먹는 디에스티세상이 두쪽나도 디에스티는 못잃어요ㅠㅠㅠㅠ 펄도 진짜 쫀득하고 달달하고 펄은 삶는사람의 재량인데 여긴 진짜할많하않고민은 배달만 늦출뿐이니 다들 어서 시키세요우리 사장님 흥해야한단 말이에요서비스로 주신 바나나랑 블루베리 같이 갈은 스무디쉐이크도 엄청 맛있었어요,1
잘먹었습니당ㅎㅎ다맛있었는데 특히 크로플은 정말정말 맛있었어요 직접가서도 먹어보고싶은맛ㅜㅜ,1
항상 맛있게 잘 마시고있습니다 수박라떼도 진짜 맛있었어요,1
맛있게 잘먹었습니다,1
최곱니다 최고,1
맛있어요  ㅎㅎ 크로플 하나씩만 올 줄 알았는데 각 두개씩 주셔서 양이 푸짐했어용 그리고 미니크로플이 더 달달하고 맛있었어요,1
오늘은 늘 맛있게 먹는 애넘이랑 브라운슈가에 오키나와 스무디도 주문해봤어요 오키나와 스무디는 처음 먹어보는데 달달구리하고 맛있어요ㅎㅎㅎ 더운날씨에 디에스티로 당충전 제대로 하는중입니다아,1
너무 맛있어요크로플 샌드위치 포장도 꼼꼼하게 잘 돼 있어요,1
밀크티 크로플 너무 맛있어서 오늘은 다른것도 시켜봤는데 잠봉뵈르 짱이에요,1
맨날 테이크아웃으로 밀크티랑 크로플만 먹다가 배민에 있길래 시켜봤어요샌드위치 진짜 푸짐하고 맛있었어요 다음에도 여기서 세트 시켜먹으려구요 근데 제가 허겁지겁 먹느라 중간에 샌드위치 흐트러지지 말라고 꽂힌 막대기 같은 걸 못 봐서 먹다 놀랐네요  다른 분들도 조심하세요,1
서비스로 주신 생크림 덕분에 더 맛있게 먹었습니다 감사합니다,1
아이랑 이모하고 맛있게 넘 잘먹었어요아이가 수박주스도 맛있고 신비복숭아요거트도 맛있다고 잔을 번갈아가며 다마셨네요마약 크로플 마약이네요서비스도 종류별로 과일 마니 주시고미니크로플도 개나 더주시고주스양도 마니주신거 같은데잘못보내주신거 아니죠ㅎ감사합니다,1
역시크로플은 맛있어요최고입니다 이맛 변치않기를 바랍니다,1
며칠전에 주문하고 또 생각나서 주문했어요 애넘밀크티는 오랜만에 먹었는데 너무 맛있어요 디에스티메뉴중 애넘브라운슈가 두 개가 개인적으로 투탑인 것 같아요ㅎㅎ,1
사장님 말 안했는데도 서비스 많이 주셔서 감사합니다 시원하고 맛있는 음료 땡길때마다 시킬게요,1
주문에 실수가 있어서 조금 실망스러울뻔 했으나 사장님께서 친절하게 대처해주셔서 너무 감사했습니다 수박주스도 맛있었고 흑당 버블티도 최고였어요 서비스로 주신 샌드위치도 존맛이었습니다,1
역시나 존맛이에요,1
맛있게 먹었어요 너무 커서 먹기가 좀 불편하네요 ㅜㅜ 서비스로 주신 크로플이랑 토마토 감사해요 그런데 밀크티에 버블이 없었고 빨대가 안 왔습니다 ㅎㅎㅎ,1
진짜 크로플 맛집 크로플 겉바속촉 미쳤어요 요거트도 개존맛ㅜㅜ 오분만에 순삭한 것 같아요 진짜 후회없는 선택ㅜㅜㅜㅜ,1
디에스티 역시 굿입니다 당도 조절되는것도 최고,1
여기 수박주스 너무 맛있네요 자주시킬게여,1
양 많구 맛있어요 ㅠ,1
넘나리 맛있어요ㅠㅠㅜ,1
오늘도 맛있게 잘 먹었어요 서비스로 주신 과일이 정말 맛있네요 크로플도 ㅠㅠㅠ 완전 바삭하고 따뜻했어요 배달만 하다보니 컵이 엄청 쌓이네요 ㅋㅋㅋㅋ 또 시켜먹을게용 ㅎㅎ,1
밀크티 맛있는건 알고있었지만 크로플두 너무 맛있고 생크림이랑도 잘어울려요 인생크로플ㅠㅠㅠㅠ 서비스도 감사합니당,1
수박과 밀크티 매니아입니다점입니다,1
사장님 이렇게 아낌없이 주셔도 괜찮으신걸까요ㅠㅠㅠ 메뉴들 다 뭐하나 빠질것없이 맛있어서 밀크티랑 크로플 생각날때면 늘 디에스티에서 주문해요 그리고 배달이 늦게되거나 펄이 떨어졌다든가 등등 돌발상황이 생기면 늘 연락주셔서 감사해요 매장에서도 배달주문에서도 항상 친절하신 사장님 번창하세요,1
첨 시켜봤는데 과일까지 서비스 주셔서 놀랐습니다 크로플 서비스도 감사합니다 정말 다 맛있었습니다 정말 감사합니다,1
저번에 먹었던 킹다윤입니다 ㅎㅎㅎ입니다 ㅎㅎㅎ사랑합니다  ㅎㅎㅎ,1
일단 마시다 말고 찍긴 했는데요코코넛 토핑이 추가된게 맞을까요 음료위에도 없고 마시는데 코코넛이 전혀 없는 거 같아서요수저포크 달라고 체크했는데 같이 안왔습니다ㅠ바쁘셔서 그런거겠죠잘먹었습니다,1
안암에서 먹을거리로 마음 속 을 꼽으라면 밥집도 예쁜 카페들도 술집도 아닌 디에스티라고 하겠어오  밀크티 커피 주스 에이드 등등 음료도 웬만큼 다 마셔봤고 크로플도 종류별로 먹어봤는데 다맛있어요 ㅠㅠㅠ 배달만큼 직접 가서 포장도 많이 해오는데 사장님 뵐 때마다 내적친밀감 느껴요매번 서비스도 넘치게 주시고 친절하게 응대해주셔서 너무 감사합니다 오늘도 맛있게 잘 먹었습니당 평생 단골할게요  묘한이는 편하고 좋은 곳에 잘 있어오,1
세상에 이렇게 깔끔하고 맛있는 밀크티 집이 있었다니 사실 안암에서 살 때 년 전에 겨울에 먹어보고 맛있어서 기억하고 있었는데 그집이 계속 계속 이어지는 건진 모르겠지만 양도 많고 맛도 깔끔해서 좋네요특히나 크로플이 따끈한데 바삭하면서도 쫄깃해서 생크림 찍어먹으니까 많이 못 먹는 저인데도 개 순삭이더라고요사실 크로플이 안 와서 배달 안 됐다고 말씀드렸는데 종이백이 두 개라 미처 못 봤어요ㅠㅠ 넘나 죄송합니다자주 시켜먹을게요 짱맛,1
시엄마 시 이모님이 드시고 너무 맛있다고 하셔서 또 주문해 드렸어요  오늘 시부모님이 드셨는데 너무 맛있데요 ,1
마시써요 최애밀크티라 자주 먹습니다,1
크로플이 진짜  미취인놈이에요  크로플 별로 안좋아하는데 가격 맞추려고 시켰다가 반했어요 ㅠㅠ 아 이게 크로플이구나 이제 다른 집에서 크로플 못먹어요 흑 책임져 ,1
진하고 깊은 맛 밀크티는 묻지도 따지지도 않고 무조건 디에스티에서만 먹습니다 프랜차이즈 밀크티집 공 보다 전 여기가 차맛이 아주 진하고 맛있어요 진짜 찐 참트루 밀크티 전문점 인정 그리고 수박주스도 시원하니 너무 맛있습니다 히히,1
얼음이 하나도없이 왔네요,0
맛있어요 자주찾게될거같아요,1
