,업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
25,커피나인-이태원점,2021년 6월 10일,5,5,1,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ","맛도좋고,포장도튼튼하고, 다좋았는데 나인말고 배달업체에서 봤음싶어서요.
(배달업체) 보통 이런걸로 뭐라안하는데요..이날따라 커피들고 많이돌아다니시네요..한**방향으루 가셨다가 신**역쪽도 가서 멈춰계시구 가게에서 주문픽업은 10분만에해놓고 배달은 30분이상 걸리심ㅎㅎㅎ이럴꺼면 지나가는 다른 기사님 아무나 픽업하셔도되지않나 싶은데여ㅎ"
26,커피나인-이태원점,2021년 6월 1일,5,5,1,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ","무려 50분이나 지나서 왔어요..음료는 다행히 녹진 않았지만 좀 먼곳에서 시킨지라 익스프레스 배달 공지 시간보다 20분이나 늦게 왔어도 그냥 그럴려니 했는데 빨대 빼달라는 요청사항도 무시하셔서 기분이 조금...

커피 맛 자체는 좋습니다! 양도 가득 얼음도 녹지 않고 왔구요 깔끔히 포장되어 왔어용"
27,커피나인-이태원점,2021년 5월 8일,5,5,2,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),돌체라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT))
          ","커피 안흘러왔음 다좋앟겠음
배달부분 아쉬움
커피 맛있어요"
28,커피나인-이태원점,2021년 5월 6일,5,5,1,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),더치커피 디카페인/1(HOT or ICE 선택(ICE),추가 선택(진하게,얼음조금))
          ",항상 시켜먹어요 맛있어요
29,커피나인-이태원점,2021년 4월 14일,1,1,1,"
            바닐라 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),블랙모카라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ",익스프레스인데 거의 2시간만에 받았네여 ㅎㅎ;;;
30,커피나인-이태원점,2021년 3월 6일,1,1,1,"
            돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT),추가 선택(샷추가)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ",처음으로 이곳에서 주문했는데 실망입니다 HOT으로 주문했는데 COLD로 배달을 해주셨네요 마땅히 바로 전화할 번호도 없어서 리뷰로 이의제기합니다 고객의 주문을 제대로 확인 바랍니다
31,커피나인-이태원점,2021년 2월 28일,2,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(얼음조금)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",완전 맛있어요 항상 시켜먹어요
32,커피나인-이태원점,2021년 1월 24일,3,3,2,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(샷추가)),바닐라 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",커피가 오다가 흘렀나봐요
33,커피나인-이태원점,2020년 12월 18일,1,2,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인슈페너/1(HOT or ICE 선택(ICE),추가 선택(덜달게))
          ","아이스아메리카노에 얼음가득이라고 분명 적었는데 사진에 보이는 얼음6개가 끝이네요 혼자 두개먹어서 얼음녹으면 안시원하니까 얼음가득달라고적은건데요
그리고 제가 먹어본 아인슈페너중 제일 맛없네요 맹맹"
34,공차 약수점,2022년 3월 23일,5,5,1,"
            제주그린밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),브라운슈가주얼리밀크티 （Large）/1
          ","배달기사님 오배송으로 재배달받느라 예정시간보다도 삼십분 늦게 도착했어요..
공차 맛있는건 변함이 없네요"
35,공차 약수점,2021년 12월 12일,5,5,1,"
            망고요구르트＋화이트펄 （Jumbo,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）)),블랙 밀크티 ＋ 펄 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Full （가득）))
          ",공차 맛은 좋은데 배달기사님이 바로 안오고 다른곳에 둘러서 와서 아쉽네요ㅠ
36,공차 약수점,2021년 10월 30일,1,1,1,"
            피스타치오밀크티＋펄L/1(당도 선택(100%（Full Sugar）),토핑 추가(펄 추가)),초당옥수수팝핑스무디L/1(토핑 추가(펄 추가))
          ","펄 추가했는데 없네요ㅠ 어떻게 교환하는지 모르겠어서 돈 잃어버렸다고 생각하고 먹으려고요. 별거 아니지만 짜증났어요,, 다른 사람들꺼는 쫌 더 신경써주시길 바랍니당,,,"
37,공차 약수점,2021년 9월 15일,3,3,2,"
            블랙 밀크티 ＋ 펄 （Jumbo,Ice）/2(당도 선택(0%（Sugar Free）),얼음양 선택(Full （가득）))
          ",익스프레스인데 40분 걸렸어요 얼음이 녹아서 아쉬워요
38,공차 약수점,2021년 9월 4일,1,1,5,"
            우롱 밀크티 （Jumbo,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）),토핑 추가(펄 추가,화이트펄 추가)),얼그레이 밀크티 （Jumbo,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）))
          ",따듯한거 요청했는데 얼음이 둥둥 떠있네요 ! 안돼면 안된다고 얘기라도 해줘야 하는거 아닌가요?
39,공차 약수점,2021년 7월 18일,5,5,1,"
            블랙 밀크티 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가)),제주 그린티 밀크티＋펄 J/1(당도 선택(30%（Little Sugar）))
          ","익스프레스로 주문했는데 배달현황 지도를 보니 대체 몇군데를 들리시는지...그럴거면 익스프레스라고 하지를 말아야 하는거 아닌가요?
힘들게 배달하시는건 이해하지만 그럴거면 배달현황 지도를 보여주지 말던가요..
많이 녹거나 하진 않았지만 익스프레스란 표기땜에 결국 스트레스 받네요..
말뿐인 익스프레스!!"
40,공차 약수점,2021년 7월 17일,5,4,2,"
            브라운슈가주얼리밀크티 （Large）/1,초코 쿠앤크 스무디 /1(토핑 추가(펄 추가))
          ",시원한 음료가 먹고싶어서 배달한건데 배달현황보고 다른곳을 들려서 오는걸 보고 시원한 음료가 좀...
41,공차 약수점,2021년 7월 8일,3,3,1,"
            타로 밀크티 （Jumbo,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Regular （보통）)),아메리카노 （Ice）/1(당도 선택(0%（Sugar Free）),얼음양 선택(Regular （보통）))
          ","요청사항 안보시나봐요.
커피바로마실수없어서 얼음따로달라고부탁드렸는데
그냥주시고, 빨대는 그냥 버블티빨대로 두개주셨네요.
배달은 문자도 안주셨는데 배달완료라 떠있어서 나갔더니 덩그러니 있어서 확인했습니다."
42,공차 약수점,2021년 4월 22일,5,2,5,"
            딸기쏙쏙쥬얼리밀크티 L /2(당도 선택(30%（Little Sugar）),토핑추가(코코넛 추가,화이트펄 추가))
          ",딸기펄에 완전 중독되서 자주 먹는데 이렇게 펄 추가를 했는데도 음료가 부족하게 온건 처음이라 후기 남깁니다. 다른 지점은 펄 2개 추가하면 넘친다고 점보컵에 주던데요...
43,공차 약수점,2021년 4월 22일,2,3,1,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Full （가득）)),초코 쿠앤크 스무디 /1
          ",요기요 주문만 50건 넘게 해왔지만 이렇게 늦게온 심지어 익스프레스로 21분 기재돼 있어서 후식으로 시킨곳인데 일반 배달보다 훨씬 늦게온 곳은 처음이네요ㅎㅎ 다시는 시키지 않을듯 싶습니다. 아까운 배달비만 2900원 날린거 같네요 차라리 약수까지 왕복해서 구매하고 오는게 훨씬 빨랐을거 같아요 ^^ !
44,공차 약수점,2021년 4월 21일,1,5,5,"
            브라운슈가 치즈폼 쿠키밀크티 （Large, Ice）/1(토핑 추가(펄 추가)),블랙 밀크티 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가,화이트펄 추가))
          ",펄 엄청 딱딱해요. ㅜ 옛날에도 함 주문햇는ㅔ 그때도 펄 딱떡하구 맛이 딴데랑 달라서 한동안 거기서 주문안햇는데 .다만 배달 엄총 빨라요 오늘 다시 주문해보니 그대로 펄 딱딱해요.밍밍하구
45,공차 약수점,2021년 4월 20일,2,5,5,"
            블랙 밀크티 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）)),블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）),토핑 추가(펄 추가))
          ",후기보니 맛이 밍밍하다고 하시는분들이 계시던데 정말 그동안 맛봤던 공차 중에서 맛은 젤 아쉽네요. 맛있게 만들어서 장기적으로 단골손님 잡는게 더 이득이신데...
46,공차 약수점,2021년 3월 29일,2,4,2,"
            딸기요구르트크러쉬/1(토핑 추가(펄 추가)),초코바른 제주 그린티 스무디/1(토핑 추가(펄 추가))
          ",사진으로는 녹은게 잘 티가안나는데요... 예상시간보다 15분 늦게 도착했어요...양은 저게 평균인지 뭔지 잘모르겠어서요..  초코바른제주그린스무디는 너무 녹아서 완전 물이 되버렸어요... 나머지하나도 완전 물...자주 주문하는 곳인데 오늘 실망이였습니다....
47,공차 약수점,2021년 3월 16일,1,1,1,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/3(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）))
          ",...........
48,공차 약수점,2021년 3월 4일,1,1,1,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）)),블랙 밀크티 ＋ 펄 （Jumbo,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）))
          ",요기요에서 시키면 공차적립안되서 별로
49,공차 약수점,2021년 2월 13일,1,1,1,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Less （거의없음）)),청포도 스무디 /1
          ",방금 시켰는데......최...악~~ 빨대는 왜 안주신건지.......... 아 짜...ㅈ
50,공차 약수점,2021년 2월 7일,3,1,4,"
            체리바른딸기 크러쉬 L/1,타로 밀크티 ＋ 펄 （Large,Ice）/2(당도 선택(100%（Full Sugar）),얼음양 선택(Regular （보통）),토핑 추가(펄 추가))
          ","타로는 맛있었는데 나머지 체리바른딸기크러쉬를 라지로 시켰는데 이정도 온게 정상인가요?
빨대만 꽂은 모습입니다"
51,공차 약수점,2021년 2월 7일,2,1,5,"
            딸기치즈쿠키 크러쉬L /1,블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）))
          ",???이게 뭐예요? 컵에 구멍도 없는데 양을 왜 이래요??
52,공차 약수점,2021년 1월 25일,5,5,1,"
            타로 밀크티 （Jumbo,Ice）/2(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가)),타로 밀크티 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）))
          ","7층 사무실에서 배달 시켰는데 배달 기사님이 잘 못찾으셔서 직접 받으러 나갔더니 막 욕하고 계셔서 기분이 너무 더럽네요 
포장도 잘되서 왔고 음료도 맛있어요"
53,공차 약수점,2021년 1월 17일,1,4,5,"
            블랙 밀크티 （Jumbo,Ice）/2(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）))
          ",따른 매장에주문할때는. 펄 다있는데여  ~. ㅜ ㅜ. 이거는없네여 ~. 맛도 민미해서 ~. 아무맛도 없어유 ㅜ ㅜ. 물같아요 ~
54,공차 약수점,2020년 12월 28일,1,3,3,"
            딸기요구르트크러쉬/1,얼그레이 밀크티 （Large,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Less （거의없음）))
          ",터져서 보내주신거 기억하시죠.. ㅋ
55,공차 약수점,2020년 12월 6일,5,4,2,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）)),청포도 스무디 /1(토핑 추가(펄 추가))
          ",배달이 빨리 오긴 했는데 음료 한개 플라스틱통이 금이 가서 찢어져서 다 새서 왔어요ㅜ 심하게 찢어져서 컵에 옮겨서 먹었어요 ㅜㅜ 근데 공차가 역시 맛있기도 하고 양도 많아서 괜찮았습니다! 다음에는 배송 안전히 부탁드립니다:)
56,공차 약수점,2020년 11월 22일,1,2,5,"
            딸기요구르트크러쉬/1(토핑 추가(코코넛 추가)),치즈폼딥초코스무디/1(토핑 추가(펄 추가)),망고요구르트＋화이트펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Full （가득）))
          ",왠만하면 나쁜 리뷰는 안쓰는데 오늘 배달비무료라 3개나 시켰는데 치즈딥폼스무디만 지금 먹어봤는데 사진엔 한두입 먹어보고 리뷰써야겠다하고 찍긴했지만 막 왔을때부터 양도 정량도 아닌 1/5은 없었고요 이건 그렇다치고 얼음이 하나도 안갈려와서 뱉으면서 먹었고 맛은 또 왜이런거죠 당도 줄이지도 않았는데 단맛이 1도 없어요 잘못 시킨 줄 알았네요 진짜 돈아까워서 억지로 먹었어요 펄만 제대로고 나머진 다 엉망이예요 만드신분 한번 스스로 만들고 드셔보세요..
57,공차 약수점,2020년 11월 16일,2,2,5,"
            타로 밀크티 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),블랙 밀크티 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(밀크폼 추가))
          ",블랙밀크티 펄추가헷는데 안줬어요
58,공차 약수점,2020년 11월 10일,1,4,4,"
            제주그린밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),브라운슈가주얼리밀크티 （Large）/1,블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(밀크폼 추가))
          ",정말 별로네요. 여러군데서 많이 시켜봤지만 약수점이 제일 맛없어요. 밀크폼 추가했는데 전혀 보이지도 않고 섞였을거라고 하지만 먹어보니 맛도 거의 안나고. 이러면서 추가금 받는건 아니지 않나요?
59,공차 약수점,2020년 10월 31일,5,5,1,"
            블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(100%（Full Sugar）),얼음양 선택(Full （가득）),토핑 추가(펄 추가)),망고 스무디 /1(토핑 추가(알로에 더블 추가))
          ",시킨건 망고스무디랑 블밀크티인데 딸기랑 초코? 가왔네요 ㅠㅠ 매장에 연락드리니 다시보내주신다 하셔서 다행입니다
60,공차 약수점,2020년 10월 22일,1,1,5,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가)),블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가))
          ",ㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴ
61,공차 약수점,2020년 10월 5일,4,2,5,"
            브라운슈가주얼리밀크티 （Large）/1,브라운슈가치즈폼스무디 （Large）/1,타로 밀크티 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）))
          ","예전에 양도 가득있었고, 맛도 진했는데.. 이번건은 만드는사람 바뀌셨나요? ㅡㅡ"
62,공차 약수점,2020년 9월 3일,3,5,2,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）),토핑 추가(펄 추가)),블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）),토핑 추가(펄 추가))
          ",배달 너무 오래걸려서 얼음 다 녺아서 왔네요
63,공차 약수점,2020년 8월 24일,3,2,5,"
            타로 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),청포도 스무디 /1
          ","양이 원래 꽉 안채워주는건지 ..
배달은 주문하고 10분만에 온것같아서 만족합니다"
