,업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
12,스쿨푸드-종로점,2021년 10월 25일,1,1,1,"
            매운 까르보나라 파스타 떡볶이/1,서울부대국밥/1,장조림 버터비빔밥（매콤맛）/1
          ","부대국밥을 시켰는데 밥이 안와서
편의점에서 햇반 사다 먹음
이럴거면 배달을 왜했쥬?"
13,스쿨푸드-종로점,2021년 10월 25일,1,3,5,"
            톡톡날치알마리/1,매운 까르보나라 파스타 떡볶이/1,소고기쌀국수/1,순대/1,코카콜라 제로（캔）/1
          ",톡톡날치알마리 진짜 돈 아까우니까 시키지마세요. 다른건 다 괜찮았어요~!
14,스쿨푸드-종로점,2021년 10월 24일,5,5,1,"
            （특）대창구이덮밥/1,돼지목살김치찜/1
          ",잘 먹었습니다~~~
15,스쿨푸드-종로점,2021년 10월 11일,3,3,2,"
            오도독 짱아치 물냉면/1,환타 오렌지 （캔）/1
          ",처음이고 마지막이에요. 배달 1시간 넘게 기다리고 도착해보니 면이 떡이 됐어요.
16,스쿨푸드-종로점,2021년 9월 12일,4,3,2,"
            베스트 SET 2/1
          ",배달이 15분가량 늦어서 파스타 면이 불었네요...ㅠ 뚝뚝 끊기는 식감이어서 맛이 좀 떨어졌지만 시켰으니 잘 먹었습니다 이 가격에 이 맛과 배달시간이면 다른 로제떡볶이 시켜먹을 것 같아요 아쉽네요
17,스쿨푸드-종로점,2021년 9월 8일,5,5,2,"
            스페셜마리 Ⅰ/1,스페셜마리 Ⅱ/1,떡순이모듬/1,쉬림프팟타이/1
          ",무난하게 맛있는 스쿨푸드에요:)
18,스쿨푸드-종로점,2021년 8월 19일,1,1,1,"
            스페셜마리 Ⅰ/1,모짜렐라 스팸계란마리/1,돼지목살김치찜/1,쉬림프팟타이/1,중독양념만두/1
          ","모짜렐라치즈스팸마리깁밥은 스팸이 아닙니다.
그럼 메뉴도 스팸이라고 쓰시면 안되죠~
아무 맛도 안나는 햄이네요..가격은 비싼대 최악이에요. 다른지점보다 양념만두도 넘 맛없어요.
기름 쩐내 같은게 나고..다른곳은 강정 같은데..여긴 너무 맛없어요. 팟타이는 기름만 무진장 많고 신거워서 아무 맛도 안나고.. 김치찜만 먹을만 했어요."
19,스쿨푸드-종로점,2021년 8월 14일,2,5,5,"
            돼지목살김치찜/2,장조림 버터비빔밥（간장맛）/1
          ",감치찜은 매뉴에서 빼면 좋을것 겉아요..
20,스쿨푸드-종로점,2021년 7월 27일,4,3,1,"
            옛날 김치볶음밥/2
          ",배달이너무느려요…
21,스쿨푸드-종로점,2021년 7월 23일,3,3,1,"
            떡순이모듬/1(토핑(모짜렐라치즈)),오도독 짱아치 물냉면/1
          ","조금 어처구니가 없네요
도착전화 걸자마자 빨리 오세요 그러더니
호텔에 숙박하게 되어 1층까지 내려가는데 3분정도 걸리니 다시 전화가 와서 왜 안오냐며 아무데나 두고 갈테니 챙겨가라네요
날도 덥고 짜증도 나고 다음 배달도 밀려서 빨리 가셔야하는건 아는데 배달료 3000원은 꽁으로 버시나요? 좋은 목소리로 말하면 충분히 늦어서 죄송하다 소파위에 두고 가시라 했겠어요.. 첫 도착전화부터 짜증섞인 목소리로 뭐하자는 건가요? 맛있는 음식이 배달사원덕에 개똥맛이 됐네요
교육 좀 시키세요
저도 담부턴 배달사원괴롭지 않게 포장해가는 연습하겠습니다"
22,스쿨푸드-종로점,2021년 7월 19일,2,5,5,"
            참치마리/1,돼지목살김치찜/1
          ","잘 먹었는데 5시간 전부터 계속 설사로 화장실에 가고 있고 머리에 열이나고 아프고 온몸에 오한이 와서 이 더운 날씨에 몸이 떨리기까지 하네요. 오늘 당직이라 뜨거운물 마시면서 버티고는 있습니다. 여기서 시킨 음식 말고는 아직까지 먹은건 없어요.
내일은 아침에 가서 주사 맞고 약 처방 받으려고요. 처음에는 음식 문제라고 생각하지도 못한채 설마 코로나인가 싶어 당황했었네요.
위생에 신경을 많이 쓰셔야 겠습니다. 혹시 중국산 재료 쓰십니까?"
23,스쿨푸드-종로점,2021년 7월 6일,3,2,4,"
            스페셜마리 Ⅱ/1,쉬림프팟타이/1,어간장 육감쫄면/1
          ",맛을 크게 기대하진 않아서 괜찮아요 하지만 마리는 양이 너무 작아요
24,스쿨푸드-종로점,2021년 6월 30일,1,1,3,"
            스페셜마리 Ⅱ/1,쏘이 까르보나라 파스타 떡볶이/1,장조림 버터비빔밥（간장맛）/1
          ",사장님이 음식 잘못 줘서 환불해주기로 했는데 잠수 탐… 그렇게 살지 마세요.
25,스쿨푸드-종로점,2021년 6월 27일,1,1,5,"
            스페셜마리 Ⅱ/1,길거리표떡볶이/1
          ",진짜 *... 다른 지점에 비해서 최악이에요. 떡볶이 레시피대로 한거 맞는지 모르겠네요. 매콤한게 아니라 짜기만 해서 벌칙인줄
26,스쿨푸드-종로점,2021년 6월 11일,2,3,4,"
            스페셜마리 Ⅰ/1,듬뿍야채 쫄쫄면/1,스텔라（캔）/1,칭따오（캔）/2,하이네켄（캔）/1
          ",쫄면은 면은 좋았는데 양념이 참기름을 너무 넣으신거 같아요 맥주땜에 시켰네요
27,스쿨푸드-종로점,2021년 6월 6일,2,1,2,"
            스페셜마리 Ⅰ/1,（특）대창구이덮밥/2,돼지 왕구이 어부밥/1
          ",김밥 재료는 오래방치됐는지 끄트머리에서 상한 맛이나고 김밥 전체적으로 말라있는데 미리 만들어놓은걸 쓰는지. 김밥은 바로바로 만들어야되는데 이돈주고 사먹은게 후회됩니다. 대창덮밥은 그릇크기도 작아 먹기도 힘들고 특사이즈란 이름이 부끄럽게 그릇크기만큼 양도 조금이고 그마저도 대창은 이빨아플정도로 질김 ㅋㅋㅋㅋㅋㅋㅋ 브랜드이고 비싼만큼 중간은 가겠지하고 사먹었는데 그냥 전부 별로였음. 르래도 고기덮밥 하나는 맛있어서 별은 두개. 배달은 도착도안했고 9층으로 알려줬는데도 대뜸 전화해서 '지금 내려와요'. 이러고 내려갔더니 5분기다림 ㅋㅋㅋ
28,스쿨푸드-종로점,2021년 5월 17일,3,2,5,"
            쏘이 까르보나라 파스타 떡볶이/1,쫀득고구마치즈볼/1(토핑(시나몬슈거)),쫀득고구마치즈볼/1
          ",떡볶이가 만원이 넘는데.... 음식받아보고 어이없었네요.  할인중이라 시켰는데 다시는 안시킬듯.
29,스쿨푸드-종로점,2021년 5월 11일,2,4,5,"
            （특）대창구이덮밥/3
          ",이 메뉴는 좀 별로녔습니다
30,스쿨푸드-종로점,2021년 5월 4일,2,3,5,"
            이태원부대국밥/1,통통김말이/1,삶은계란/1,공기밥/1
          ","모든 메뉴가 다 맛있진 않나봐요 ㅠㅠ
이태원부대는 쫌 아닌걸로..하지만 김치찌개나 떡볶이 마리는  맛집인건 분명해요~^^ 
담엔 이태원부대찌개는 패스 해야겠어요 ㅠㅠ"
31,스쿨푸드-종로점,2021년 4월 28일,5,4,1,"
            스페셜마리 Ⅱ/1,중독양념만두/1
          ",간단하게 시켜먹기 좋아요
32,스쿨푸드-종로점,2021년 4월 26일,2,3,5,"
            옛날 김치볶음밥/1,중독양념만두/1
          ",베이컨양 너무적고..밥도 싱숭맹숭 덜맵게해달라고 했지만 이영향이 너무큰거아닌가싶은 너무맛이 오묘했고 이상했어요 이유식느낌 가격에비해~ 좀 많이실망
33,스쿨푸드-종로점,2021년 4월 15일,2,2,1,"
            옛날 김치볶음밥/2,오리지널 스팸 필라프/1,돼지목살김치찜/1,듬뿍야채 쫄쫄면/1
          ","한시간만에 받았는데 상태 왜이러나요?
기분너무나쁘네요"
34,스쿨푸드-종로점,2021년 4월 10일,5,5,2,"
            베스트 SET 2/1,고구마치즈스틱/1
          ",배달요청 신신당부했는데 배달원이 귓구멍이 막혔든가 눈을 감고 다니는듯 동네 떠나가라 문 쾅쾅거리고 배달이라고 소리 지르고ㅉ 솔직히 마리 맛있는데 이것 땜에 다시 먹기 싫어요
35,스쿨푸드-종로점,2021년 3월 19일,1,3,3,"
            베스트 SET 2/1,（특）대창구이덮밥/1
          ","양은 알고 있었지만 너무 적고 거기에 맛도 없네요
대창에서 냄새가 너무 심각하게 나서 빼고 먹다가 반도 못 먹고 다 버렸어요
전문점이 아닌 걸 감안해도 냄새가 너무 심해요
계란도 냄새가 나더라고요
그나마 파스타가 먹을만했어요
입맛이 까다롭지도 않은데 너무 화나네요
진짜 배고픈 상태에서 먹었는데도 맛없어서 남겼어요
앞으로는 이용하지 않을 것 같습니다"
36,스쿨푸드-종로점,2021년 2월 6일,3,4,1,"
            톡톡날치알마리/1,까르보나라 파스타 떡볶이/1,돈까스（토핑용）/1
          ","배달몰리는 시간이어서 그런지 예상시간보다 40분 늦게 받았습니다. 주문한지 한시간이 넘길래 배달확인전화시에도 상황설명이나 양해보다는 출발했다로 응대하시네요. 죄송합니다도 아닌 알겠습니다라고 하셔서 좀..
아마도 음식은 시간에 맞춰하셨는데 배달기사 확보가 어려웠던거같긴합니다.
미리 해놓은 음식이라 하필 크림파스타떡볶이여서 굳어있네요 ㅠ
지난주에도 시켜먹을정도로 좋아했는데 오늘은 아쉽네요"
37,스쿨푸드-종로점,2021년 1월 29일,2,4,1,"
            모짜렐라 스팸계란마리/1,핵불닭소스/1
          ",배달은 1시간만에 오고 밥은 완전 차갑게 왔어요. 자주 시켜먹던곳인데 오늘은 실망이네요.
38,스쿨푸드-종로점,2021년 1월 27일,1,4,4,"
            （특）대창구이덮밥/1
          ",맛없었어요 양은 많음
39,스쿨푸드-종로점,2021년 1월 11일,1,4,5,"
            떡순이모듬/1,이태원부대국밥/1,장조림 버터비빔밥（매콤맛）/1,Old & Wise 돈까스/1,통통김말이/1
          ","돈까스가너무짜요,,,, 흑흑 모르고시꼈는데 다 너무 맛이없어서..."
40,스쿨푸드-종로점,2021년 1월 9일,2,2,3,"
            오리지널 스팸 필라프/1,이태원부대국밥/1,돼지목살김치찜/1
          ",기대했던것보단 실망이네
41,스쿨푸드-종로점,2021년 1월 5일,1,2,1,"
            모짜렐라 스팸계란마리/1,쟁반국떡/1
          ",배달이 좀 많이 늦네요
42,스쿨푸드-종로점,2020년 12월 27일,3,2,3,"
            스페셜마리 Ⅱ/1,모짜렐라 스팸계란마리/1,떡순이모듬/1,신김치말이국시 with 짱아치/1
          ",. . . . . . . .
43,스쿨푸드-종로점,2020년 12월 17일,5,5,1,"
            통살등심돈카츠마리/1
          ","맛 별5개
양 별5개
배달은 별1개도 아깝다
스쿨푸드보단
업체 배달기사 개네가지"
44,스쿨푸드-종로점,2020년 11월 19일,1,1,1,"
            오리지널 스팸마리/1,돼지목살김치찜/1,오도독 짱아치 물냉면/1
          ","아니 물냉면시켰는데 비빔?이 잘못와서 바로 전화하니 매장은 받지도않고
고객센터에서 알려준 번호도 안받고
다시 고객센터 연락하니 미안하단말 한마디없이 잘못온건 회수해가고 물냉면 주문해준다하고
배고파서 음식주문한건데 물냉면이 오긴오는건지...통화 30분이 지나도록 깜깜무소식
처음엔 그럴수있겠거니 했는데 이런식이라니 기분이 참 안좋네요"
45,스쿨푸드-종로점,2020년 10월 19일,3,5,1,"
            어간장 육감쫄면/1,소고기쌀국수/1,환타 파인 （캔）/1
          ",밖에 쿵 소리가 나길래 나갔는데 음식이 왔었습니다. 근데 문자 하나 없이 그냥 가셨습니다. 먹으려고 음식을 꺼내는데 아까 던지셔서 그런지 탄산이 터져있었습니다. 당연히 못 먹고 버렸습니다. 육감쫄면은 그릇 모양대로 떡이 져서 원모양으로 먹었습니다. 그리고 소고기 쌀 국수는 쉰내가 나서 버렸습니다.
46,스쿨푸드-종로점,2020년 10월 6일,2,1,1,"
            장조림 버터비빔밥（간장맛）/1
          ",40분 걸린다는 배달이 한시간 넘게 걸리더니 다 식어서 와서 맛도 모르겠네요
47,스쿨푸드-종로점,2020년 9월 22일,5,3,1,"
            참치마리/1,착한 새우튀김 냉소바/1
          ",배달 시간이 좀 지나서 언제 오나 음식점에 기사님 번호 좀 부탁드렸는데 기사님께 음식은 전달했다고하는데 번호를 모르신다고하셔서 굉장히 답답했다.
48,스쿨푸드-종로점,2020년 9월 14일,2,5,5,"
            돼지 왕구이 어부밥/1,타마고야끼소바/1,고구마치즈스틱/1
          ","양은 정말 많아요!
어부밥은 밥알이 엄청 날라가는 그런거라서 너무 아쉽고 식어있어요....고기는 맛있는데..야키소바는 소시지가 제일 맛있어요...^^...고구마치즈스틱짱짱배달은 정말 빨리와요!!"
49,스쿨푸드-종로점,2020년 9월 3일,2,3,3,"
            모짜렐라 스팸계란마리/1,쟁반국떡/1(토핑(쫄면사리)),유자 쏘이 치킨/1
          ",스팸계란말이에 계란이 너무 타서 텁텁하고 맛이 없었어요 아이들 먹이려고 주문한건데 제가 먹어봐도 먹을수가 없을 정도로 맛이없어 다 버렸어요
50,스쿨푸드-종로점,2020년 9월 2일,1,3,5,"
            （특）대창구이덮밥/1
          ","리뷰에 대창보다 버섯이 많다고 적혀있길래
버섯보다 대창을 많이 넣어주세요 라고 요청사항에 적었는데
역시나 버섯이 더 많고 심지어 고기도 맛없고 버섯도 맛없음ㅋㅋ 
근데 양은 또 많고 배달은 겁나 빠르고 ㅋㅋㅋㅋ 시켜먹으실분들은 시켜먹는데 저는 다신 안먹을거같네여"
51,스쿨푸드-종로점,2020년 8월 30일,1,1,4,"
            쟁반국떡/1,중독양념만두/1
          ",이건  양배추볶인가? 떡볶이인가? 밍밍하고  니맛내맛도 아님. 더이상 할말없음.  밥 해서 다시 먹을거임
52,스쿨푸드-종로점,2020년 8월 30일,2,3,5,"
            모짜렐라 스팸계란마리/1,떡순이모듬/1,콜라（캔）/1
          ",가격에비해 맛이 없어요
53,스쿨푸드-종로점,2020년 8월 28일,4,4,2,"
            까르보나라 파스타 떡볶이/1
          ","배달시간이 갑자기 늘어나
취소하고싶었는데 전화를 안받으니..
맛은 그럭저럭 괜찮앗어요.."
54,스쿨푸드-종로점,2020년 8월 27일,1,3,3,"
            모짜렐라 스팸계란마리/1,（특）대창구이덮밥/1,돼지목살김치찜/1,타마고야끼소바/1
          ","4인분 시켰는데, 숫가락 2개, 젓가락 4개 들어왔네요. 다른건 그저 그랬는데 대창덮밥은 진짜 아니에요. 대창 얼마 없고 버섯이 대다수인데...  그 마저 대창도 질기고 잡네가 심하네요 ㅠㅠ..."
55,스쿨푸드-종로점,2020년 8월 26일,5,1,5,"
            돼지목살김치찜/1,통통김말이/1,환타 파인 （캔）/1
          ",요번에 돼지목살김치찜 두번째로 배달주문해봤는데요.. 처음에 먹었을땐 고기양도 많고 괜찮았는데 지금 먹는디 고기 4점밖에없네요...그것도 큰거4점이아니고 큰2중2 이렇게.. 요즘 가게 고기가별로없는건가요 아니면 돼지목살김치찜이아니라  돼지목살토핑이 들어간 김치찜이 된건가요??
56,스쿨푸드-종로점,2020년 8월 21일,1,1,2,"
            모짜렐라 스팸계란마리/1,（특）대창구이덮밥/1
          ",대창은질기고버섯만잔뜩
57,스쿨푸드-종로점,2020년 8월 10일,4,3,2,"
            모짜렐라 스팸계란마리/1,매운 까르보나라 파스타 떡볶이/1,통통김말이/1
          ",파스타 떡볶이는 그저 그런데 마리는 정말 맛있어요
58,스쿨푸드-종로점,2020년 8월 7일,5,2,5,"
            베스트 SET 2/1,스페셜마리 Ⅰ/1
          ",양만 조큼 많으면 베스트일텐데 ㅋㅋㅋ
59,스쿨푸드-종로점,2020년 8월 5일,1,3,5,"
            （특）대창구이덮밥/1
          ",대창 구이 덮밥이아니라 버섯 덮밥에 대창 향 추가인듯 11500원짜리에 대창이 얼마나 들어갈라나
60,스쿨푸드-종로점,2020년 8월 3일,1,2,2,"
            돼지목살김치찜/1
          ",밥은 살아서 다시 쌀이 되려하고 김치찜은 먹으면 눈을 찌프리게 시고 아무리 생각해도 이거 아니다 싶어 리뷰 남겨요 만드시는 동안 간은 안보시나봐요 그냥 넣고 끓이시기만 하시나요 먹어보려해도 못먹겠음요
61,스쿨푸드-종로점,2020년 7월 29일,2,5,5,"
            （특）대창구이덮밥/1
          ",양이 끝내주게 많습니당!!!! 버섯이랑 채소도 아주많이 주세요!!! 하지만 제 입맛엔 안맞네요 ㅠㅠ 슬퍼요 죄송해요 ㅠㅠㅠ 대창 좋아하시는 분들이라면 좋아하실듯 ㅎㅎ
62,스쿨푸드-종로점,2020년 7월 26일,1,5,2,"
            （특）대창구이덮밥/1
          ",대창구이 덮밥 시켰는데 버섯덮밥인줄 알았어요 버섯 안먹어서 다 버렸네요 대창은 아주 조금 들어있고 모두들 잘 아시고 주문하세요
63,스쿨푸드-종로점,2020년 7월 7일,2,4,5,"
            돼지목살김치찜/1
          ",고기는 뻑뻑하고 간은 엄청 짜고.. 밥은 딱딱하거 배달은 빠르네요
64,스쿨푸드-종로점,2020년 7월 5일,5,5,1,"
            모짜렐라 스팸계란마리/1,95.7% 어묵우동/1
          ","맛, 양  다 좋구요 배달하는 넘 전화 귀찮다는듯 4가지 없는 말투 짜증나더라구요 갈아치우세요 그런 넘은 매출 떨어뜨리니까"
65,스쿨푸드-종로점,2020년 6월 28일,1,2,5,"
            길거리표떡볶이/1,쉬림프팟타이/1
          ","기대가 너무 컸나봐요ㅠㅠ  예전에 스쿨푸드가 아닌듯...   떡볶이 떡이 딱딱하게되서 왔구요  쉬림프 팟타이는 워낙 좋아해서 왠만하면 그냥먹는데 도대체 맛이 없어서 못먹겠더라구요ㅠㅠ  
크게 실망해서 앞으로 시켜먹을수 있을지 모르겠네요  둘이서 아까워서 억지로 다 먹고 남은 사진이예요~  더이상 못먹고 버렸어요 ㅠㅠ"
66,스쿨푸드-종로점,2020년 6월 22일,3,2,3,"
            매운 까르보나라 파스타 떡볶이/1
          ",로제까르보떡볶이 시켰는데 면이 뚝뚝 끊어지고 양은 11000원이라고 믿을 수가 없음.. 면 빼고 맛은 그냥저냥
67,스쿨푸드-종로점,2020년 6월 19일,2,4,5,"
            장조림 버터비빔밥（간장맛）/1
          ",맛은 괜찮은데 밥만 많고 내용물이 빈약하네요. 스크램블빼면 맨밥에 소스 비벼먹는 것 같아요.
68,스쿨푸드-종로점,2020년 6월 19일,5,5,1,"
            이태원부대국밥/1,삶은계란/1
          ",자주 시켜먹는 곳의 메뉴이기에 항상 만족한다. 하지만 이번 배달원의 인성에 기분이 정말 더러워졌다. 그저 잘 찾아오시게끔 위치를 설명드린것 뿐인데 불만 섞인 목소리로 내 말이 끝나기도 전에 전화를 계속 끊어버리더니 결국 음식을 건네주며 아주 띠꺼운 말투로 어디 옆이라고 하면 될걸 뭐하러 그렇게 어렵게 설명하냔다. 다이어트 중에 먹는 소중한 한끼 식사인데 정말 기분을 망쳐버렸다.
69,스쿨푸드-종로점,2020년 6월 16일,1,2,5,"
            （특）대창구이덮밥/1
          ",대창덮밥이 아니라 버섯덮밥인줄 알았어요.. 버섯이 대창 양보다 거의 3배 많이 들어가있음. 버섯 못 먹는데 버섯향이 너무 심해서 몇 입 못 먹고 남겼네요ㅠ 다시 안 시킬것 같아요.
70,스쿨푸드-종로점,2020년 6월 12일,5,5,1,"
            모짜렐라 스팸계란마리/1,떡순이모듬/1
          ","배달 하시는 분? 문을 두들기거나 초인종을 누르거나
그래도 반응이 없으면 문자나 전화를 해주셨어야죠
아무런 전화, 문자도 없이 그냥 음식만 문 앞에 덩그러니 놓고 가시니 조금 당황스럽습니다...
다음 부터는 조금만 조심해주세요~"
71,스쿨푸드-종로점,2020년 6월 8일,5,2,5,"
            모짜렐라 스팸계란마리/1,길거리표떡볶이/1,순대/1
          ",가격이 비싼편 맛은 있어요
72,스쿨푸드-종로점,2020년 6월 1일,1,3,1,"
            어간장꼬막비빔밥/1,오도독 짱아치 물냉면/1
          ",꼬막에서 냄새 났어요
73,스쿨푸드-종로점,2020년 5월 22일,2,3,4,"
            스페셜마리 Ⅱ/1,떡순이모듬/1
          ","길떡 주문했는데 떡이 딱딱했어요.... 만두도 별로고

김밥은 맛있었어요"
74,스쿨푸드-종로점,2020년 5월 19일,1,1,2,"
            길거리표떡볶이/1,돼지목살김치찜/1
          ","밥이 이상해요...아마 조리하시는 분 무슨말인지
알겁니다...아까워서그냥쓰신거죠???
새벽이고 그냥 넘어갔는데 도저히 못먹겠더라구요.
본인이돈주고 그런 밥 먹었다고 생각해보세요"
75,스쿨푸드-종로점,2020년 4월 28일,5,1,4,"
            베스트 SET 2/1
          ",진짜 양이 너무너무너무너무 적어요 까르보나라떡볶이파스타가........................
76,스쿨푸드-종로점,2020년 4월 27일,5,5,1,"
            이태원부대국밥/1,돼지목살김치찜/1,쉬림프팟타이/1,金[금]말이스틱/1
          ",음식 너무 좋아요ㅋㅋㅋㅋㅋㅋ
77,스쿨푸드-종로점,2020년 4월 21일,1,5,3,"
            모짜렐라 스팸계란마리/1,타마고야끼소바/1
          ","죄송한데
야끼소바는 너무 짜서 먹지도 못했어요.한번 만드셔서 먹어보시면 어떠실지 ㅡㅡ"
78,스쿨푸드-종로점,2020년 4월 18일,5,3,2,"
            참치마리/1,오리지널 스팸마리/1,통새우마리/1,길거리표떡볶이/1
          ",배달기사님이 첨이니까 그럴수있다고 쳐서
79,스쿨푸드-종로점,2020년 4월 9일,5,1,5,"
            스페셜마리 Ⅰ/1,모짜렐라 스팸계란마리/1,장조림 버터비빔밥（간장맛）/1
          ","맛은 있는데 원래 양이 적은 곳으로 유명해서 ㅠ
스팸계란말이는 정말 맛있어요"
80,스쿨푸드-종로점,2020년 4월 5일,1,1,1,"
            스페셜마리 Ⅱ/1,이태원부대국밥/1,마라탕면/1
          ","마라탕시켰는데 면이 무슨 1미리로 짤리네요 무슨이경우죠?

다신 안시켜먹으려구요!"
81,스쿨푸드-종로점,2020년 4월 4일,4,2,3,"
            스페셜마리 Ⅱ/1,허니딥후라이즈/1
          ","허니딥후라이즈는 가성비가 많이 떨어짐,, 
그치만 꿀맛이라소 계속 시켜먹게됨,,,"
82,스쿨푸드-종로점,2020년 4월 2일,4,2,5,"
            오리지널 스팸마리/1,매운 까르보나라 파스타 떡볶이/1
          ","음식은 잘받았습니다 
다만 까르보나파스타에 면이 겉돌았고 
예전엔 기본으로 단무지와 할라피뇨(짱아찌)가 제공되어
요청사항에 할라피뇨 많이 달라했는데
그냥 단무지만 와서 전화했더니 할라피뇨는 제공되지않는다는 답변을 받았습니다
그러면 요청사항을 보고 해당부분을 전화로 미리 설명을 해주셔야했다고 생각합니다
요청사항을 안읽어보시는건지 보고도 그냥 무시 하신건지 의문이네요;"
83,스쿨푸드-종로점,2020년 3월 30일,2,5,5,"
            베스트 SET 1/1
          ","가격은 엄청 비싼데, 맛있지도 않고 맛없지도 않은 배채우기 딱 좋은 평범한 퀄리티입니다. 가성비로 따지자면 최악.
솔직히 말해서 시장에 굴러다니는 흔한 분식집이 더 맛있습니다. (가격도 저렴하고)
리뷰보니까 다들 맛있다고 해서 기대해봤는데 저는 평균 별점 4.9점이 이해가 안되네요."
84,스쿨푸드-종로점,2020년 3월 11일,3,1,3,"
            이태원부대국밥/1,돼지목살김치찜/1
          ",양너무적어서다신안시킨다
85,스쿨푸드-종로점,2020년 3월 6일,2,5,5,"
            장조림 버터비빔밥（간장맛）/1,오도독매콤 짱아치/1,삶은계란/2
          ","너무싱거워요.. 
배달은빠름"
86,스쿨푸드-종로점,2020년 3월 6일,4,2,2,"
            모짜렐라 스팸계란마리/1,길거리표떡볶이/1
          ",앗은좋은데^양이적네요^^
87,스쿨푸드-종로점,2020년 3월 2일,5,3,1,"
            베스트 SET 2/1
          ","맛있었어요 사장님 전화응대도 친절했구요!!!ㅎㅎ

그런데 다른 리뷰에서 봤듯이 새벽 2-3시였는데 배달 기사님이 어딘지 못 찾겠다고 나와달라, 자기가 못 찾으면 취소해달라 등등 말도 안되는 무리한 요구를 하시더라구요
사장님께 전화드렸더니 바로 집으로 오셔서 주시고 가긴 했지만 굉장히 짜증났습니다ㅠㅠ

음식점 자체는 추천드려용"
88,스쿨푸드-종로점,2020년 2월 19일,1,3,3,"
            모짜렐라 스팸계란마리/1,마라탕면/1,콜라（캔）/1
          ","마라탕면을 시켰는데... 면인지 면 덩어리인지 잘 모르는 것을 보내주셨네요..
그리고 먹고 난 뒤 설사까지....."
