,업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
28,커피나인-이태원점,2021년 10월 17일,5,5,1,"
            돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT))
          ","커피 가격도 저렴 하고 배달비도 없고 너무 좋아요! 커피 맛도 되게 좋아요~ 먼 거리가 아닌데도 배달이 30분 걸려서 커피가 다 식어서 아쉬울 따름이에요ㅠㅠ
혹시 돌체 더 달게! 요청 드려도 해주시나요?  추가금 내는 항목이 안 보였던 거 같아서요!!"
29,커피나인-이태원점,2021년 10월 12일,3,5,1,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT))
          ","일단 배달이 한시간 넘게 걸렸고..
  배달기사가 이름이 마승익 이던데
여기 오기전에 4군데인가 5군데 들렸다가 오더라구요
솔직히 가게에서 만들다 늦게 오는건 이해할 수 있습니다. 도로 상황이 안좋아서 그래도요..근데..뭔 배짱과 욕심으로 5건을 쳐받아서 그러는지 모르겠네요.  라떼 다식었고 위에 거품 다 날아갔는지 없고..아아 얼음 녹아서 얼음 크기가 작아졌어요 살면서 배달 셀 수 없을 만큼 시켰을텐데 이런적은 처음이네요.  요기요 본사측에 마승익인지 뭔지 어떻게든 강력하게 컴플레인 넣어야겠네요"
30,커피나인-이태원점,2021년 10월 11일,5,4,3,"
            달구나 라떼/1
          ",맛있지만 달고나양이 좀 적고 배달이 예정시간보다 20분 늦었어요...기사님이 온갖곳을 다 들렸다 오시더라구요
31,커피나인-이태원점,2021년 9월 21일,5,3,5,"
            아메리카노/3(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),나인스쿠키/2(쿠키 선택(초콜렛 칩 월넛 쿠키))
          ","진심.. 커피나인의 쿠키는 쵝5다.
 2900원으로 커피 한잔 값이긴하지만,
커피를 사먹을 수 있을 정도의
경제수준이라면 가끔씩 이유있는 사치를
부려 볼만한 맛임!!

오자마자 상황 터져서 대처하느라
사진 찍는걸 깜박하고 다먹어버림ㅜ
다음엔 사진리뷰 할게여~>_<"
32,커피나인-이태원점,2021년 8월 26일,4,4,1,"
            돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),블랙모카라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키))
          ","음료 두 개만 시키기 죄송스러워 쿠키도 함께 주문했습니다.
비대면으로 문 앞으로 받았는데 쿠키가 없어서 매장으로 연락드렸더니 요기요에 연락해서 부분취소를 하라고 말씀하셨으나 요기요 익스프레스는 상담원 연결이 없더군요.
결국 쿠키값으로 배송비 낸 셈 치고 커피 두 잔 먹게되었네요.
맛은 좋으나 응대 및 배송 과정이 많이 아쉽습니다."
33,커피나인-이태원점,2021년 8월 22일,5,5,1,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE))
          ",카피 두가지 다 시켜봣는데 이태원이 더 맘에 드네요!배달은 미리나가서 기다렸는데 밖에서 십분이나 더 기다렸어요 매우 불만족!
34,커피나인-이태원점,2021년 7월 22일,5,5,3,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ","커피 언제먹어도 맛있어요
오픈시간 지나도 막혀있고, 일찍 문닫으시는것같은데 그전에 주문하려고봐도 더 일찍 종료하시구ㅠㅠ
주문이 들쑥날쑥 계속 막혀있어서 주문하기가 힘드네요ㅜ그래도 오늘은 성공햇는데 주문하고나니 바로 막힘ㅋㅋㅋ
잘마셨습니다 사장님."
35,커피나인-이태원점,2021년 6월 26일,5,5,2,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT)),아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT))
          ",커피는 맛있어요. 단 배달에 문제가 있어 한잔을 못마신것만 빼면 커피자체는 맛있네요. 어떤게 이태원인지는 모르겠지만ㅎㅎ
36,커피나인-이태원점,2021년 6월 10일,5,5,1,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ","맛도좋고,포장도튼튼하고, 다좋았는데 나인말고 배달업체에서 봤음싶어서요.
(배달업체) 보통 이런걸로 뭐라안하는데요..이날따라 커피들고 많이돌아다니시네요..한**방향으루 가셨다가 신**역쪽도 가서 멈춰계시구 가게에서 주문픽업은 10분만에해놓고 배달은 30분이상 걸리심ㅎㅎㅎ이럴꺼면 지나가는 다른 기사님 아무나 픽업하셔도되지않나 싶은데여ㅎ"
37,커피나인-이태원점,2021년 6월 1일,5,5,1,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ","무려 50분이나 지나서 왔어요..음료는 다행히 녹진 않았지만 좀 먼곳에서 시킨지라 익스프레스 배달 공지 시간보다 20분이나 늦게 왔어도 그냥 그럴려니 했는데 빨대 빼달라는 요청사항도 무시하셔서 기분이 조금...

커피 맛 자체는 좋습니다! 양도 가득 얼음도 녹지 않고 왔구요 깔끔히 포장되어 왔어용"
38,커피나인-이태원점,2021년 5월 27일,3,4,5,"
            라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),더치라떼 과테말라/1
          ","잘머께씁니다.,.,,.,."
39,커피나인-이태원점,2021년 5월 23일,5,5,3,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ","아메리카노 이태원맛 극호
쿠키레시피가 바뀐걸까요?겨울에 먹었을때보다 좀더 달아진것같은데,,무튼 잘먹었습니다. 둘다 단데 월넛이 다크보다 좀덜단것같아요.맛있네요"
40,커피나인-이태원점,2021년 5월 22일,5,4,3,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT)),아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT))
          ",ㅠㅠㅠㅠㅠ 랩안씌우ㅜ져서 와서 다 흘렀어요.......
41,커피나인-이태원점,2021년 5월 15일,5,5,3,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),바닐라 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT))
          ",항상 커피가 맛있어요
42,커피나인-이태원점,2021년 5월 8일,5,5,2,"
            아메리카노/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT)),돌체라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(HOT))
          ","커피 안흘러왔음 다좋앟겠음
배달부분 아쉬움
커피 맛있어요"
43,커피나인-이태원점,2021년 5월 6일,5,5,1,"
            아메리카노/2(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),더치커피 디카페인/1(HOT or ICE 선택(ICE),추가 선택(진하게,얼음조금))
          ",항상 시켜먹어요 맛있어요
44,커피나인-이태원점,2021년 4월 24일,5,4,3,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT)),나인스쿠키/2(쿠키 선택(더블초콜렛 칩 쿠키))
          ","배송이 몬가 느린 감이 컷찌만 5분뒤에 또하나시킬일이 잇어서 시킨게 빨리와서 풀렸어용 
항상  맛나유
근뎅  요새쪼꼼 커피랑쿠키랑 맛이 처음그때 갬동햇떤 그 느낌이  이것엿던건가? 하는맘은  제가 그냥 느껴지는 느낌의 차이겟찌용ㅠ
힝🤤"
45,커피나인-이태원점,2021년 4월 14일,1,1,1,"
            바닐라 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),블랙모카라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ",익스프레스인데 거의 2시간만에 받았네여 ㅎㅎ;;;
46,커피나인-이태원점,2021년 3월 30일,3,4,5,"
            돌체라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE)),더치라떼 에티오피아/1
          ",편히합니다 근데 가격보다품질을더개선햇으면하는
47,커피나인-이태원점,2021년 3월 29일,3,3,5,"
            나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키)),더치라떼 과테말라/1
          ","보통입니다맛은 쿠키도쪼끄맣고맛도보통
배달은빠르읍니다 근데 무료배송이라는게신기.. 차라리 최소판매가격을높이고품질이나일회용감소상향이낫지않을까하는"
48,커피나인-이태원점,2021년 3월 19일,3,5,5,"
            라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT)),돌체라떼/1(메뉴 선택(코코나인（고소함,부드러운,베리류의산미）),HOT or ICE 선택(ICE))
          ","2잔정도만 주문해도 배달이 되니 아주 좋아요
돌체라떼가 좀 밍숭?한 느낌인 건 아쉬웠어요"
49,커피나인-이태원점,2021년 3월 16일,3,3,4,"
            이태원/1
          ","보통입니다,....."
50,커피나인-이태원점,2021년 3월 6일,1,1,1,"
            돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT),추가 선택(샷추가)),나인스쿠키/1(쿠키 선택(더블초콜렛 칩 쿠키))
          ",처음으로 이곳에서 주문했는데 실망입니다 HOT으로 주문했는데 COLD로 배달을 해주셨네요 마땅히 바로 전화할 번호도 없어서 리뷰로 이의제기합니다 고객의 주문을 제대로 확인 바랍니다
51,커피나인-이태원점,2021년 2월 28일,2,5,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(얼음조금)),아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",완전 맛있어요 항상 시켜먹어요
52,커피나인-이태원점,2021년 1월 24일,3,3,2,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE),추가 선택(샷추가)),바닐라 라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE))
          ",커피가 오다가 흘렀나봐요
53,커피나인-이태원점,2021년 1월 20일,4,3,5,"
            돌체라떼/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(HOT),추가 선택(덜달게)),나인스쿠키/1(쿠키 선택(초콜렛 칩 월넛 쿠키))
          ","커피도 쿠키도 맛 좋아요. 다만 양이 작네요. 사이즈업 옵션이 있었으면 좋겠어요. 쿠키는 처음보고 스콘이 왔나 했어요. 실수인 건지 원래 그런지, 두툼하구요. 속이 꽉차있네요. 초콜릿은 다크가 아닌 밀크초콜릿 같아요"
54,커피나인-이태원점,2020년 12월 18일,1,2,5,"
            아메리카노/1(메뉴 선택(이태원（진한,긴여운,다크초콜릿）),HOT or ICE 선택(ICE)),나인슈페너/1(HOT or ICE 선택(ICE),추가 선택(덜달게))
          ","아이스아메리카노에 얼음가득이라고 분명 적었는데 사진에 보이는 얼음6개가 끝이네요 혼자 두개먹어서 얼음녹으면 안시원하니까 얼음가득달라고적은건데요
그리고 제가 먹어본 아인슈페너중 제일 맛없네요 맹맹"
55,공차 약수점,2022년 3월 23일,5,5,1,"
            제주그린밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）)),브라운슈가주얼리밀크티 （Large）/1
          ","배달기사님 오배송으로 재배달받느라 예정시간보다도 삼십분 늦게 도착했어요..
공차 맛있는건 변함이 없네요"
56,공차 약수점,2021년 12월 12일,5,5,1,"
            망고요구르트＋화이트펄 （Jumbo,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）)),블랙 밀크티 ＋ 펄 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Full （가득）))
          ",공차 맛은 좋은데 배달기사님이 바로 안오고 다른곳에 둘러서 와서 아쉽네요ㅠ
57,공차 약수점,2021년 10월 30일,1,1,1,"
            피스타치오밀크티＋펄L/1(당도 선택(100%（Full Sugar）),토핑 추가(펄 추가)),초당옥수수팝핑스무디L/1(토핑 추가(펄 추가))
          ","펄 추가했는데 없네요ㅠ 어떻게 교환하는지 모르겠어서 돈 잃어버렸다고 생각하고 먹으려고요. 별거 아니지만 짜증났어요,, 다른 사람들꺼는 쫌 더 신경써주시길 바랍니당,,,"
58,공차 약수점,2021년 9월 15일,3,3,2,"
            블랙 밀크티 ＋ 펄 （Jumbo,Ice）/2(당도 선택(0%（Sugar Free）),얼음양 선택(Full （가득）))
          ",익스프레스인데 40분 걸렸어요 얼음이 녹아서 아쉬워요
59,공차 약수점,2021년 9월 4일,1,1,5,"
            우롱 밀크티 （Jumbo,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Regular （보통）),토핑 추가(펄 추가,화이트펄 추가)),얼그레이 밀크티 （Jumbo,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Less （거의없음）))
          ",따듯한거 요청했는데 얼음이 둥둥 떠있네요 ! 안돼면 안된다고 얘기라도 해줘야 하는거 아닌가요?
60,공차 약수점,2021년 8월 23일,3,3,5,"
            딥바닐라카페라떼/1(당도 선택(0%（Sugar Free）)),패션후르치히비스커스＋코코넛 L/1(당도 선택(50%（Half Sugar）),얼음양 선택(Regular （보통）))
          ",패션후르츠히비스커스는 코코넛이 추가 된 메뉴밖에 없어서 그걸 주문하고 코코넛 빼달라고 요청드렸는데 그냥 주셨네요 ㅠㅜ 코코넛 싫어해서 그런 건데 ㅜㅜㅜㅜㅜㅜㅜㅜ 왜일까요… 왜…
61,공차 약수점,2021년 7월 18일,5,5,1,"
            블랙 밀크티 （Jumbo,Ice）/1(당도 선택(50%（Half Sugar）),얼음양 선택(Less （거의없음）),토핑 추가(펄 추가)),제주 그린티 밀크티＋펄 J/1(당도 선택(30%（Little Sugar）))
          ","익스프레스로 주문했는데 배달현황 지도를 보니 대체 몇군데를 들리시는지...그럴거면 익스프레스라고 하지를 말아야 하는거 아닌가요?
힘들게 배달하시는건 이해하지만 그럴거면 배달현황 지도를 보여주지 말던가요..
많이 녹거나 하진 않았지만 익스프레스란 표기땜에 결국 스트레스 받네요..
말뿐인 익스프레스!!"
62,공차 약수점,2021년 7월 17일,5,4,2,"
            브라운슈가주얼리밀크티 （Large）/1,초코 쿠앤크 스무디 /1(토핑 추가(펄 추가))
          ",시원한 음료가 먹고싶어서 배달한건데 배달현황보고 다른곳을 들려서 오는걸 보고 시원한 음료가 좀...
63,공차 약수점,2021년 7월 8일,3,3,1,"
            타로 밀크티 （Jumbo,Ice）/1(당도 선택(70%（Less Sugar）),얼음양 선택(Regular （보통）)),아메리카노 （Ice）/1(당도 선택(0%（Sugar Free）),얼음양 선택(Regular （보통）))
          ","요청사항 안보시나봐요.
커피바로마실수없어서 얼음따로달라고부탁드렸는데
그냥주시고, 빨대는 그냥 버블티빨대로 두개주셨네요.
배달은 문자도 안주셨는데 배달완료라 떠있어서 나갔더니 덩그러니 있어서 확인했습니다."
64,공차 약수점,2021년 6월 9일,3,4,4,"
            딸기쏙쏙쥬얼리밀크티 L /1(당도 선택(50%（Half Sugar）),토핑추가(화이트펄 추가)),딸기요구르트크러쉬/1(토핑 추가(화이트펄 추가))
          ",오는 동안 얼음이 녹아서 그런지 모르겠는데 조금 싱거웠어요 그래도 배달은 빨라서 좋았어요!
65,공차 약수점,2021년 5월 24일,5,5,3,"
            초코바른 초코 스무디/1(토핑 추가(펄 추가)),블랙 밀크티 ＋ 펄 （Large,Ice）/1(당도 선택(30%（Little Sugar）),얼음양 선택(Full （가득）))
          ",배달 건은 가게 잘못이 아니었지만.. 굉장히 당황스러웠습니다. 다시 보내주셔서 맛있게 잘 먹었습니다
